75,57,218,r
78,58,217,r
82,63,215,r
74,53,213,r
74,53,211,r
80,60,223,r
89,69,219,r
95,74,219,r
105,79,216,r
77,59,218,r
79,58,218,r
82,61,212,r
74,54,214,r
74,53,211,r
77,56,215,r
96,76,222,r
95,72,213,r
103,78,214,r
83,65,219,r
76,57,217,r
80,59,209,r
79,59,217,r
71,52,207,r
75,54,209,r
85,65,219,r
89,68,216,r
96,73,213,r
76,59,219,r
76,58,216,r
80,61,211,r
75,53,213,r
73,54,210,r
81,60,222,r
93,76,213,r
111,88,218,r
121,100,218,r
77,59,213,r
82,61,212,r
89,71,217,r
76,57,208,r
77,56,206,r
90,70,233,r
78,75,255,r
79,79,255,r
80,83,255,r
70,65,255,r
74,72,255,r
77,74,255,r
65,53,255,r
67,59,255,r
68,63,255,r
105,91,220,r
113,98,221,r
133,122,219,r
87,71,217,r
84,66,214,r
92,76,216,r
86,67,215,r
76,58,208,r
86,67,227,r
76,66,255,r
77,71,255,r
77,73,255,r
62,51,255,r
66,57,255,r
69,59,255,r
54,35,255,r
55,41,255,r
57,43,255,r
137,124,226,r
139,126,218,r
133,121,216,r
108,90,223,r
122,109,219,r
115,95,212,r
96,75,222,r
81,60,209,r
89,67,216,r
72,53,222,r
80,59,229,r
76,57,210,r
81,59,230,r
80,59,229,r
81,60,215,r
75,55,218,r
76,55,221,r
75,54,212,r
